ticker,company_name,delivery_upside_score,execution_downside_score,leadership_risk_score,positive_marker_evidence_score,negative_marker_evidence_score,execution_balance_score,execution_outlook,evidence_coverage,evidence_coverage_score,approved_asset_count,late_stage_asset_count,active_company_marker_ids,current_feature_tags,closest_marker_id,closest_marker_company,closest_marker_polarity,marker_similarity,marker_outcome_class,marker_outcome_date,interpretation
MTEX,Mannatech Incorporated Common Stock,1.5,0.0,0.0,0.0,0.0,1.5,insufficient_risk_evidence,sparse_risk_unscreened,6.0,0,0,[],[],,,,0.0,,,"Delivery upside is an asset-progress proxy, not proof of management quality. Downside uses sourced company evidence. A missing risk signal means unscreened, not low risk. Historical outcomes are validation labels and are not score features."
MTNB,Matinas Biopharma Holdings Inc. Common Stock,1.5,0.0,0.0,0.0,0.0,1.5,insufficient_risk_evidence,sparse_risk_unscreened,6.0,0,0,[],[],,,,0.0,,,"Delivery upside is an asset-progress proxy, not proof of management quality. Downside uses sourced company evidence. A missing risk signal means unscreened, not low risk. Historical outcomes are validation labels and are not score features."
MTVA,MetaVia Inc. Common Stock,1.5,0.0,0.0,0.0,0.0,1.5,insufficient_risk_evidence,sparse_risk_unscreened,6.0,0,0,[],[],,,,0.0,,,"Delivery upside is an asset-progress proxy, not proof of management quality. Downside uses sourced company evidence. A missing risk signal means unscreened, not low risk. Historical outcomes are validation labels and are not score features."
MXCT,MaxCyte Inc. Common Stock,1.5,0.0,0.0,0.0,0.0,1.5,insufficient_risk_evidence,sparse_risk_unscreened,6.0,0,0,[],[],,,,0.0,,,"Delivery upside is an asset-progress proxy, not proof of management quality. Downside uses sourced company evidence. A missing risk signal means unscreened, not low risk. Historical outcomes are validation labels and are not score features."
MYGN,Myriad Genetics Inc. Common Stock,1.5,0.0,0.0,0.0,0.0,1.5,insufficient_risk_evidence,sparse_risk_unscreened,6.0,0,0,[],[],,,,0.0,,,"Delivery upside is an asset-progress proxy, not proof of management quality. Downside uses sourced company evidence. A missing risk signal means unscreened, not low risk. Historical outcomes are validation labels and are not score features."
NAGE,Niagen Bioscience Inc. Common Stock,1.5,0.0,0.0,0.0,0.0,1.5,insufficient_risk_evidence,sparse_risk_unscreened,6.0,0,0,[],[],,,,0.0,,,"Delivery upside is an asset-progress proxy, not proof of management quality. Downside uses sourced company evidence. A missing risk signal means unscreened, not low risk. Historical outcomes are validation labels and are not score features."
NAII,Natural Alternatives International Inc. Common Stock,1.5,0.0,0.0,0.0,0.0,1.5,insufficient_risk_evidence,sparse_risk_unscreened,6.0,0,0,[],[],,,,0.0,,,"Delivery upside is an asset-progress proxy, not proof of management quality. Downside uses sourced company evidence. A missing risk signal means unscreened, not low risk. Historical outcomes are validation labels and are not score features."
NAMS,NewAmsterdam Pharma Company N.V. Ordinary Shares,1.5,0.0,0.0,0.0,0.0,1.5,insufficient_risk_evidence,sparse_risk_unscreened,6.0,0,0,[],[],,,,0.0,,,"Delivery upside is an asset-progress proxy, not proof of management quality. Downside uses sourced company evidence. A missing risk signal means unscreened, not low risk. Historical outcomes are validation labels and are not score features."
NATR,Nature's Sunshine Products Inc. Common Stock,1.5,0.0,0.0,0.0,0.0,1.5,insufficient_risk_evidence,sparse_risk_unscreened,6.0,0,0,[],[],,,,0.0,,,"Delivery upside is an asset-progress proxy, not proof of management quality. Downside uses sourced company evidence. A missing risk signal means unscreened, not low risk. Historical outcomes are validation labels and are not score features."
NBP,NovaBridge Biosciences American Depositary Shares,1.5,0.0,0.0,0.0,0.0,1.5,insufficient_risk_evidence,sparse_risk_unscreened,6.0,0,0,[],[],,,,0.0,,,"Delivery upside is an asset-progress proxy, not proof of management quality. Downside uses sourced company evidence. A missing risk signal means unscreened, not low risk. Historical outcomes are validation labels and are not score features."
NBTX,Nanobiotix S.A. American Depositary Shares,1.5,0.0,0.0,0.0,0.0,1.5,insufficient_risk_evidence,sparse_risk_unscreened,6.0,0,0,[],[],,,,0.0,,,"Delivery upside is an asset-progress proxy, not proof of management quality. Downside uses sourced company evidence. A missing risk signal means unscreened, not low risk. Historical outcomes are validation labels and are not score features."
NCEL,NewcelX Ltd. Ordinary Shares,1.5,0.0,0.0,0.0,0.0,1.5,insufficient_risk_evidence,sparse_risk_unscreened,6.0,0,0,[],[],,,,0.0,,,"Delivery upside is an asset-progress proxy, not proof of management quality. Downside uses sourced company evidence. A missing risk signal means unscreened, not low risk. Historical outcomes are validation labels and are not score features."
NCNA,NuCana plc American Depositary Share,1.5,0.0,0.0,0.0,0.0,1.5,insufficient_risk_evidence,sparse_risk_unscreened,6.0,0,0,[],[],,,,0.0,,,"Delivery upside is an asset-progress proxy, not proof of management quality. Downside uses sourced company evidence. A missing risk signal means unscreened, not low risk. Historical outcomes are validation labels and are not score features."
NDRA,ENDRA Life Sciences Inc. Common Stock,1.5,0.0,0.0,0.0,0.0,1.5,insufficient_risk_evidence,sparse_risk_unscreened,6.0,0,0,[],[],,,,0.0,,,"Delivery upside is an asset-progress proxy, not proof of management quality. Downside uses sourced company evidence. A missing risk signal means unscreened, not low risk. Historical outcomes are validation labels and are not score features."
NEOG,Neogen Corporation Common Stock,1.5,0.0,0.0,0.0,0.0,1.5,insufficient_risk_evidence,sparse_risk_unscreened,6.0,0,0,[],[],,,,0.0,,,"Delivery upside is an asset-progress proxy, not proof of management quality. Downside uses sourced company evidence. A missing risk signal means unscreened, not low risk. Historical outcomes are validation labels and are not score features."
NEUP,Neuphoria Therapeutics Inc. Common Stock,1.5,0.0,0.0,0.0,0.0,1.5,insufficient_risk_evidence,sparse_risk_unscreened,6.0,0,0,[],[],,,,0.0,,,"Delivery upside is an asset-progress proxy, not proof of management quality. Downside uses sourced company evidence. A missing risk signal means unscreened, not low risk. Historical outcomes are validation labels and are not score features."
NIKI,Niki BioSolutions Inc. Common Stock,1.5,0.0,0.0,0.0,0.0,1.5,insufficient_risk_evidence,sparse_risk_unscreened,6.0,0,0,[],[],,,,0.0,,,"Delivery upside is an asset-progress proxy, not proof of management quality. Downside uses sourced company evidence. A missing risk signal means unscreened, not low risk. Historical outcomes are validation labels and are not score features."
NIVF,NewGenIvf Group Limited Class A Ordinary Shares,1.5,0.0,0.0,0.0,0.0,1.5,insufficient_risk_evidence,sparse_risk_unscreened,6.0,0,0,[],[],,,,0.0,,,"Delivery upside is an asset-progress proxy, not proof of management quality. Downside uses sourced company evidence. A missing risk signal means unscreened, not low risk. Historical outcomes are validation labels and are not score features."
NMAD,Nomad Power Solutions Inc. Common Stock,1.5,0.0,0.0,0.0,0.0,1.5,insufficient_risk_evidence,sparse_risk_unscreened,6.0,0,0,[],[],,,,0.0,,,"Delivery upside is an asset-progress proxy, not proof of management quality. Downside uses sourced company evidence. A missing risk signal means unscreened, not low risk. Historical outcomes are validation labels and are not score features."
NNNN,Anbio Biotechnology Class A Ordinary Shares,1.5,0.0,0.0,0.0,0.0,1.5,insufficient_risk_evidence,sparse_risk_unscreened,6.0,0,0,[],[],,,,0.0,,,"Delivery upside is an asset-progress proxy, not proof of management quality. Downside uses sourced company evidence. A missing risk signal means unscreened, not low risk. Historical outcomes are validation labels and are not score features."
NNVC,NanoViricides Inc. Common Stock,1.5,0.0,0.0,0.0,0.0,1.5,insufficient_risk_evidence,sparse_risk_unscreened,6.0,0,0,[],[],,,,0.0,,,"Delivery upside is an asset-progress proxy, not proof of management quality. Downside uses sourced company evidence. A missing risk signal means unscreened, not low risk. Historical outcomes are validation labels and are not score features."
NRC,NRC Health Common Stock,1.5,0.0,0.0,0.0,0.0,1.5,insufficient_risk_evidence,sparse_risk_unscreened,6.0,0,0,[],[],,,,0.0,,,"Delivery upside is an asset-progress proxy, not proof of management quality. Downside uses sourced company evidence. A missing risk signal means unscreened, not low risk. Historical outcomes are validation labels and are not score features."
NRSN,NeuroSense Therapeutics Ltd. Ordinary Shares,1.5,0.0,0.0,0.0,0.0,1.5,insufficient_risk_evidence,sparse_risk_unscreened,6.0,0,0,[],[],,,,0.0,,,"Delivery upside is an asset-progress proxy, not proof of management quality. Downside uses sourced company evidence. A missing risk signal means unscreened, not low risk. Historical outcomes are validation labels and are not score features."
NRXP,NRX Pharmaceuticals Inc. Common Stock,1.5,0.0,0.0,0.0,0.0,1.5,insufficient_risk_evidence,sparse_risk_unscreened,6.0,0,0,[],[],,,,0.0,,,"Delivery upside is an asset-progress proxy, not proof of management quality. Downside uses sourced company evidence. A missing risk signal means unscreened, not low risk. Historical outcomes are validation labels and are not score features."
NRXS,Neuraxis Inc. Common Stock,1.5,0.0,0.0,0.0,0.0,1.5,insufficient_risk_evidence,sparse_risk_unscreened,6.0,0,0,[],[],,,,0.0,,,"Delivery upside is an asset-progress proxy, not proof of management quality. Downside uses sourced company evidence. A missing risk signal means unscreened, not low risk. Historical outcomes are validation labels and are not score features."
NUWE,Nuwellis Inc. Common Stock,1.5,0.0,0.0,0.0,0.0,1.5,insufficient_risk_evidence,sparse_risk_unscreened,6.0,0,0,[],[],,,,0.0,,,"Delivery upside is an asset-progress proxy, not proof of management quality. Downside uses sourced company evidence. A missing risk signal means unscreened, not low risk. Historical outcomes are validation labels and are not score features."
NXL,Nexalin Technology Inc. Common Stock,1.5,0.0,0.0,0.0,0.0,1.5,insufficient_risk_evidence,sparse_risk_unscreened,6.0,0,0,[],[],,,,0.0,,,"Delivery upside is an asset-progress proxy, not proof of management quality. Downside uses sourced company evidence. A missing risk signal means unscreened, not low risk. Historical outcomes are validation labels and are not score features."
OABI,OmniAb Inc. Common Stock,1.5,0.0,0.0,0.0,0.0,1.5,insufficient_risk_evidence,sparse_risk_unscreened,6.0,0,0,[],[],,,,0.0,,,"Delivery upside is an asset-progress proxy, not proof of management quality. Downside uses sourced company evidence. A missing risk signal means unscreened, not low risk. Historical outcomes are validation labels and are not score features."
OBIO,Orchestra BioMed Holdings Inc. Ordinary Shares,1.5,0.0,0.0,0.0,0.0,1.5,insufficient_risk_evidence,sparse_risk_unscreened,6.0,0,0,[],[],,,,0.0,,,"Delivery upside is an asset-progress proxy, not proof of management quality. Downside uses sourced company evidence. A missing risk signal means unscreened, not low risk. Historical outcomes are validation labels and are not score features."
OGI,Organigram Global Inc. Common Shares,1.5,0.0,0.0,0.0,0.0,1.5,insufficient_risk_evidence,sparse_risk_unscreened,6.0,0,0,[],[],,,,0.0,,,"Delivery upside is an asset-progress proxy, not proof of management quality. Downside uses sourced company evidence. A missing risk signal means unscreened, not low risk. Historical outcomes are validation labels and are not score features."
OKUR,OnKure Therapeutics Inc. Class A Common Stock,1.5,0.0,0.0,0.0,0.0,1.5,insufficient_risk_evidence,sparse_risk_unscreened,6.0,0,0,[],[],,,,0.0,,,"Delivery upside is an asset-progress proxy, not proof of management quality. Downside uses sourced company evidence. A missing risk signal means unscreened, not low risk. Historical outcomes are validation labels and are not score features."
OKYO,OKYO Pharma Limited Ordinary Shares,1.5,0.0,0.0,0.0,0.0,1.5,insufficient_risk_evidence,sparse_risk_unscreened,6.0,0,0,[],[],,,,0.0,,,"Delivery upside is an asset-progress proxy, not proof of management quality. Downside uses sourced company evidence. A missing risk signal means unscreened, not low risk. Historical outcomes are validation labels and are not score features."
OM,Outset Medical Inc. Common Stock,1.5,0.0,0.0,0.0,0.0,1.5,insufficient_risk_evidence,sparse_risk_unscreened,6.0,0,0,[],[],,,,0.0,,,"Delivery upside is an asset-progress proxy, not proof of management quality. Downside uses sourced company evidence. A missing risk signal means unscreened, not low risk. Historical outcomes are validation labels and are not score features."
ONCO,Onconetix Inc. Common Stock,1.5,0.0,0.0,0.0,0.0,1.5,insufficient_risk_evidence,sparse_risk_unscreened,6.0,0,0,[],[],,,,0.0,,,"Delivery upside is an asset-progress proxy, not proof of management quality. Downside uses sourced company evidence. A missing risk signal means unscreened, not low risk. Historical outcomes are validation labels and are not score features."
ONMD,OneMedNet Corp Class A Common Stock,1.5,0.0,0.0,0.0,0.0,1.5,insufficient_risk_evidence,sparse_risk_unscreened,6.0,0,0,[],[],,,,0.0,,,"Delivery upside is an asset-progress proxy, not proof of management quality. Downside uses sourced company evidence. A missing risk signal means unscreened, not low risk. Historical outcomes are validation labels and are not score features."
ORGO,Organogenesis Holdings Inc. Class A Common Stock,1.5,0.0,0.0,0.0,0.0,1.5,insufficient_risk_evidence,sparse_risk_unscreened,6.0,0,0,[],[],,,,0.0,,,"Delivery upside is an asset-progress proxy, not proof of management quality. Downside uses sourced company evidence. A missing risk signal means unscreened, not low risk. Historical outcomes are validation labels and are not score features."
ORMP,Oramed Pharmaceuticals Inc. Common Stock,1.5,0.0,0.0,0.0,0.0,1.5,insufficient_risk_evidence,sparse_risk_unscreened,6.0,0,0,[],[],,,,0.0,,,"Delivery upside is an asset-progress proxy, not proof of management quality. Downside uses sourced company evidence. A missing risk signal means unscreened, not low risk. Historical outcomes are validation labels and are not score features."
OSTX,OS Therapies Incorporated Common Stock,1.5,0.0,0.0,0.0,0.0,1.5,insufficient_risk_evidence,sparse_risk_unscreened,6.0,0,0,[],[],,,,0.0,,,"Delivery upside is an asset-progress proxy, not proof of management quality. Downside uses sourced company evidence. A missing risk signal means unscreened, not low risk. Historical outcomes are validation labels and are not score features."
OTLK,Outlook Therapeutics Inc. Common Stock,1.5,0.0,0.0,0.0,0.0,1.5,insufficient_risk_evidence,sparse_risk_unscreened,6.0,0,0,[],[],,,,0.0,,,"Delivery upside is an asset-progress proxy, not proof of management quality. Downside uses sourced company evidence. A missing risk signal means unscreened, not low risk. Historical outcomes are validation labels and are not score features."
OVID,Ovid Therapeutics Inc. Common Stock,1.5,0.0,0.0,0.0,0.0,1.5,insufficient_risk_evidence,sparse_risk_unscreened,6.0,0,0,[],[],,,,0.0,,,"Delivery upside is an asset-progress proxy, not proof of management quality. Downside uses sourced company evidence. A missing risk signal means unscreened, not low risk. Historical outcomes are validation labels and are not score features."
PAHC,Phibro Animal Health Corporation Class A Common Stock,1.5,0.0,0.0,0.0,0.0,1.5,insufficient_risk_evidence,sparse_risk_unscreened,6.0,0,0,[],[],,,,0.0,,,"Delivery upside is an asset-progress proxy, not proof of management quality. Downside uses sourced company evidence. A missing risk signal means unscreened, not low risk. Historical outcomes are validation labels and are not score features."
PARK,Park Dental Partners Inc. Common Stock,1.5,0.0,0.0,0.0,0.0,1.5,insufficient_risk_evidence,sparse_risk_unscreened,6.0,0,0,[],[],,,,0.0,,,"Delivery upside is an asset-progress proxy, not proof of management quality. Downside uses sourced company evidence. A missing risk signal means unscreened, not low risk. Historical outcomes are validation labels and are not score features."
PAVS,Paranovus Entertainment Technology Ltd. Class A Ordinary Shares,1.5,0.0,0.0,0.0,0.0,1.5,insufficient_risk_evidence,sparse_risk_unscreened,6.0,0,0,[],[],,,,0.0,,,"Delivery upside is an asset-progress proxy, not proof of management quality. Downside uses sourced company evidence. A missing risk signal means unscreened, not low risk. Historical outcomes are validation labels and are not score features."
PBH,Prestige Consumer Healthcare Inc. Common Stock,1.5,0.0,0.0,0.0,0.0,1.5,insufficient_risk_evidence,sparse_risk_unscreened,6.0,0,0,[],[],,,,0.0,,,"Delivery upside is an asset-progress proxy, not proof of management quality. Downside uses sourced company evidence. A missing risk signal means unscreened, not low risk. Historical outcomes are validation labels and are not score features."
PBM,Psyence Biomedical Ltd. Common Shares,1.5,0.0,0.0,0.0,0.0,1.5,insufficient_risk_evidence,sparse_risk_unscreened,6.0,0,0,[],[],,,,0.0,,,"Delivery upside is an asset-progress proxy, not proof of management quality. Downside uses sourced company evidence. A missing risk signal means unscreened, not low risk. Historical outcomes are validation labels and are not score features."
PCRX,Pacira BioSciences Inc. Common Stock,1.5,0.0,0.0,0.0,0.0,1.5,insufficient_risk_evidence,sparse_risk_unscreened,6.0,0,0,[],[],,,,0.0,,,"Delivery upside is an asset-progress proxy, not proof of management quality. Downside uses sourced company evidence. A missing risk signal means unscreened, not low risk. Historical outcomes are validation labels and are not score features."
PGNY,Progyny Inc. Common Stock,1.5,0.0,0.0,0.0,0.0,1.5,insufficient_risk_evidence,sparse_risk_unscreened,6.0,0,0,[],[],,,,0.0,,,"Delivery upside is an asset-progress proxy, not proof of management quality. Downside uses sourced company evidence. A missing risk signal means unscreened, not low risk. Historical outcomes are validation labels and are not score features."
PHAR,Pharming Group N.V. ADS each representing 10 ordinary shares,1.5,0.0,0.0,0.0,0.0,1.5,insufficient_risk_evidence,sparse_risk_unscreened,6.0,0,0,[],[],,,,0.0,,,"Delivery upside is an asset-progress proxy, not proof of management quality. Downside uses sourced company evidence. A missing risk signal means unscreened, not low risk. Historical outcomes are validation labels and are not score features."
PHVS,Pharvaris N.V. Ordinary Shares,1.5,0.0,0.0,0.0,0.0,1.5,insufficient_risk_evidence,sparse_risk_unscreened,6.0,0,0,[],[],,,,0.0,,,"Delivery upside is an asset-progress proxy, not proof of management quality. Downside uses sourced company evidence. A missing risk signal means unscreened, not low risk. Historical outcomes are validation labels and are not score features."
PLRZ,Polyrizon Ltd. Ordinary Shares,1.5,0.0,0.0,0.0,0.0,1.5,insufficient_risk_evidence,sparse_risk_unscreened,6.0,0,0,[],[],,,,0.0,,,"Delivery upside is an asset-progress proxy, not proof of management quality. Downside uses sourced company evidence. A missing risk signal means unscreened, not low risk. Historical outcomes are validation labels and are not score features."
PLUR,Pluri Inc. Common Stock,1.5,0.0,0.0,0.0,0.0,1.5,insufficient_risk_evidence,sparse_risk_unscreened,6.0,0,0,[],[],,,,0.0,,,"Delivery upside is an asset-progress proxy, not proof of management quality. Downside uses sourced company evidence. A missing risk signal means unscreened, not low risk. Historical outcomes are validation labels and are not score features."
PLX,Protalix BioTherapeutics Inc. (DE) Common Stock,1.5,0.0,0.0,0.0,0.0,1.5,insufficient_risk_evidence,sparse_risk_unscreened,6.0,0,0,[],[],,,,0.0,,,"Delivery upside is an asset-progress proxy, not proof of management quality. Downside uses sourced company evidence. A missing risk signal means unscreened, not low risk. Historical outcomes are validation labels and are not score features."
PM,Philip Morris International Inc Common Stock,1.5,0.0,0.0,0.0,0.0,1.5,insufficient_risk_evidence,sparse_risk_unscreened,6.0,0,0,[],[],,,,0.0,,,"Delivery upside is an asset-progress proxy, not proof of management quality. Downside uses sourced company evidence. A missing risk signal means unscreened, not low risk. Historical outcomes are validation labels and are not score features."
PMCB,PharmaCyte  Biotech Inc. Common Stock,1.5,0.0,0.0,0.0,0.0,1.5,insufficient_risk_evidence,sparse_risk_unscreened,6.0,0,0,[],[],,,,0.0,,,"Delivery upside is an asset-progress proxy, not proof of management quality. Downside uses sourced company evidence. A missing risk signal means unscreened, not low risk. Historical outcomes are validation labels and are not score features."
PMN,ProMIS Neurosciences Inc. Common Shares (ON),1.5,0.0,0.0,0.0,0.0,1.5,insufficient_risk_evidence,sparse_risk_unscreened,6.0,0,0,[],[],,,,0.0,,,"Delivery upside is an asset-progress proxy, not proof of management quality. Downside uses sourced company evidence. A missing risk signal means unscreened, not low risk. Historical outcomes are validation labels and are not score features."
POCI,Precision Optics Corporation Inc. Common stock,1.5,0.0,0.0,0.0,0.0,1.5,insufficient_risk_evidence,sparse_risk_unscreened,6.0,0,0,[],[],,,,0.0,,,"Delivery upside is an asset-progress proxy, not proof of management quality. Downside uses sourced company evidence. A missing risk signal means unscreened, not low risk. Historical outcomes are validation labels and are not score features."
PPBT,Purple Biotech Ltd. American Depositary Shares,1.5,0.0,0.0,0.0,0.0,1.5,insufficient_risk_evidence,sparse_risk_unscreened,6.0,0,0,[],[],,,,0.0,,,"Delivery upside is an asset-progress proxy, not proof of management quality. Downside uses sourced company evidence. A missing risk signal means unscreened, not low risk. Historical outcomes are validation labels and are not score features."
PPCB,Propanc Biopharma Inc. Common Stock,1.5,0.0,0.0,0.0,0.0,1.5,insufficient_risk_evidence,sparse_risk_unscreened,6.0,0,0,[],[],,,,0.0,,,"Delivery upside is an asset-progress proxy, not proof of management quality. Downside uses sourced company evidence. A missing risk signal means unscreened, not low risk. Historical outcomes are validation labels and are not score features."
PRFX,PRF Technologies Ltd. Ordinary Shares,1.5,0.0,0.0,0.0,0.0,1.5,insufficient_risk_evidence,sparse_risk_unscreened,6.0,0,0,[],[],,,,0.0,,,"Delivery upside is an asset-progress proxy, not proof of management quality. Downside uses sourced company evidence. A missing risk signal means unscreened, not low risk. Historical outcomes are validation labels and are not score features."
PRGO,Perrigo Company plc Ordinary Shares,1.5,0.0,0.0,0.0,0.0,1.5,insufficient_risk_evidence,sparse_risk_unscreened,6.0,0,0,[],[],,,,0.0,,,"Delivery upside is an asset-progress proxy, not proof of management quality. Downside uses sourced company evidence. A missing risk signal means unscreened, not low risk. Historical outcomes are validation labels and are not score features."
PRKS,United Parks & Resorts Inc. Common Stock,1.5,0.0,0.0,0.0,0.0,1.5,insufficient_risk_evidence,sparse_risk_unscreened,6.0,0,0,[],[],,,,0.0,,,"Delivery upside is an asset-progress proxy, not proof of management quality. Downside uses sourced company evidence. A missing risk signal means unscreened, not low risk. Historical outcomes are validation labels and are not score features."
PRQR,ProQR Therapeutics N.V. Ordinary Shares,1.5,0.0,0.0,0.0,0.0,1.5,insufficient_risk_evidence,sparse_risk_unscreened,6.0,0,0,[],[],,,,0.0,,,"Delivery upside is an asset-progress proxy, not proof of management quality. Downside uses sourced company evidence. A missing risk signal means unscreened, not low risk. Historical outcomes are validation labels and are not score features."
PRTA,Prothena Corporation plc Ordinary Shares,1.5,0.0,0.0,0.0,0.0,1.5,insufficient_risk_evidence,sparse_risk_unscreened,6.0,0,0,[],[],,,,0.0,,,"Delivery upside is an asset-progress proxy, not proof of management quality. Downside uses sourced company evidence. A missing risk signal means unscreened, not low risk. Historical outcomes are validation labels and are not score features."
PTHS,Pelthos Therapeutics Inc. Common Stock,1.5,0.0,0.0,0.0,0.0,1.5,insufficient_risk_evidence,sparse_risk_unscreened,6.0,0,0,[],[],,,,0.0,,,"Delivery upside is an asset-progress proxy, not proof of management quality. Downside uses sourced company evidence. A missing risk signal means unscreened, not low risk. Historical outcomes are validation labels and are not score features."
PULM,Pulmatrix Inc. Common Stock,1.5,0.0,0.0,0.0,0.0,1.5,insufficient_risk_evidence,sparse_risk_unscreened,6.0,0,0,[],[],,,,0.0,,,"Delivery upside is an asset-progress proxy, not proof of management quality. Downside uses sourced company evidence. A missing risk signal means unscreened, not low risk. Historical outcomes are validation labels and are not score features."
PYPD,PolyPid Ltd. Ordinary Shares,1.5,0.0,0.0,0.0,0.0,1.5,insufficient_risk_evidence,sparse_risk_unscreened,6.0,0,0,[],[],,,,0.0,,,"Delivery upside is an asset-progress proxy, not proof of management quality. Downside uses sourced company evidence. A missing risk signal means unscreened, not low risk. Historical outcomes are validation labels and are not score features."
QCLS,Q/C Technologies Inc. Common Stock,1.5,0.0,0.0,0.0,0.0,1.5,insufficient_risk_evidence,sparse_risk_unscreened,6.0,0,0,[],[],,,,0.0,,,"Delivery upside is an asset-progress proxy, not proof of management quality. Downside uses sourced company evidence. A missing risk signal means unscreened, not low risk. Historical outcomes are validation labels and are not score features."
QDEL,QuidelOrtho Corporation Common Stock,1.5,0.0,0.0,0.0,0.0,1.5,insufficient_risk_evidence,sparse_risk_unscreened,6.0,0,0,[],[],,,,0.0,,,"Delivery upside is an asset-progress proxy, not proof of management quality. Downside uses sourced company evidence. A missing risk signal means unscreened, not low risk. Historical outcomes are validation labels and are not score features."
QGEN,Qiagen N.V. Common Shares,1.5,0.0,0.0,0.0,0.0,1.5,insufficient_risk_evidence,sparse_risk_unscreened,6.0,0,0,[],[],,,,0.0,,,"Delivery upside is an asset-progress proxy, not proof of management quality. Downside uses sourced company evidence. A missing risk signal means unscreened, not low risk. Historical outcomes are validation labels and are not score features."
QNCX,Quince Therapeutics Inc. Common Stock,1.5,0.0,0.0,0.0,0.0,1.5,insufficient_risk_evidence,sparse_risk_unscreened,6.0,0,0,[],[],,,,0.0,,,"Delivery upside is an asset-progress proxy, not proof of management quality. Downside uses sourced company evidence. A missing risk signal means unscreened, not low risk. Historical outcomes are validation labels and are not score features."
QNTM,Quantum Biopharma Ltd. Class B Subordinate Voting Shares,1.5,0.0,0.0,0.0,0.0,1.5,insufficient_risk_evidence,sparse_risk_unscreened,6.0,0,0,[],[],,,,0.0,,,"Delivery upside is an asset-progress proxy, not proof of management quality. Downside uses sourced company evidence. A missing risk signal means unscreened, not low risk. Historical outcomes are validation labels and are not score features."
QTI,QT Imaging Holdings Inc. Common Stock,1.5,0.0,0.0,0.0,0.0,1.5,insufficient_risk_evidence,sparse_risk_unscreened,6.0,0,0,[],[],,,,0.0,,,"Delivery upside is an asset-progress proxy, not proof of management quality. Downside uses sourced company evidence. A missing risk signal means unscreened, not low risk. Historical outcomes are validation labels and are not score features."
QUCY,Quantum Cyber N.V. Ordinary Shares,1.5,0.0,0.0,0.0,0.0,1.5,insufficient_risk_evidence,sparse_risk_unscreened,6.0,0,0,[],[],,,,0.0,,,"Delivery upside is an asset-progress proxy, not proof of management quality. Downside uses sourced company evidence. A missing risk signal means unscreened, not low risk. Historical outcomes are validation labels and are not score features."
QURE,uniQure N.V. Ordinary Shares,1.5,0.0,0.0,0.0,0.0,1.5,insufficient_risk_evidence,sparse_risk_unscreened,6.0,0,0,[],[],,,,0.0,,,"Delivery upside is an asset-progress proxy, not proof of management quality. Downside uses sourced company evidence. A missing risk signal means unscreened, not low risk. Historical outcomes are validation labels and are not score features."
RDHL,Redhill Biopharma Ltd. American Depositary Shares,1.5,0.0,0.0,0.0,0.0,1.5,insufficient_risk_evidence,sparse_risk_unscreened,6.0,0,0,[],[],,,,0.0,,,"Delivery upside is an asset-progress proxy, not proof of management quality. Downside uses sourced company evidence. A missing risk signal means unscreened, not low risk. Historical outcomes are validation labels and are not score features."
RDY,Dr. Reddy's Laboratories Ltd Common Stock,1.5,0.0,0.0,0.0,0.0,1.5,insufficient_risk_evidence,sparse_risk_unscreened,6.0,0,0,[],[],,,,0.0,,,"Delivery upside is an asset-progress proxy, not proof of management quality. Downside uses sourced company evidence. A missing risk signal means unscreened, not low risk. Historical outcomes are validation labels and are not score features."
REVB,Revelation Biosciences Inc. Common Stock,1.5,0.0,0.0,0.0,0.0,1.5,insufficient_risk_evidence,sparse_risk_unscreened,6.0,0,0,[],[],,,,0.0,,,"Delivery upside is an asset-progress proxy, not proof of management quality. Downside uses sourced company evidence. A missing risk signal means unscreened, not low risk. Historical outcomes are validation labels and are not score features."
RGC,Regencell Bioscience Holdings Limited Ordinary Shares,1.5,0.0,0.0,0.0,0.0,1.5,insufficient_risk_evidence,sparse_risk_unscreened,6.0,0,0,[],[],,,,0.0,,,"Delivery upside is an asset-progress proxy, not proof of management quality. Downside uses sourced company evidence. A missing risk signal means unscreened, not low risk. Historical outcomes are validation labels and are not score features."
RGEN,Repligen Corporation Common Stock,1.5,0.0,0.0,0.0,0.0,1.5,insufficient_risk_evidence,sparse_risk_unscreened,6.0,0,0,[],[],,,,0.0,,,"Delivery upside is an asset-progress proxy, not proof of management quality. Downside uses sourced company evidence. A missing risk signal means unscreened, not low risk. Historical outcomes are validation labels and are not score features."
RGNT,Regentis Biomaterials Ltd. Ordinary Shares,1.5,0.0,0.0,0.0,0.0,1.5,insufficient_risk_evidence,sparse_risk_unscreened,6.0,0,0,[],[],,,,0.0,,,"Delivery upside is an asset-progress proxy, not proof of management quality. Downside uses sourced company evidence. A missing risk signal means unscreened, not low risk. Historical outcomes are validation labels and are not score features."
RKTO,Rocket One Inc. Common Stock,1.5,0.0,0.0,0.0,0.0,1.5,insufficient_risk_evidence,sparse_risk_unscreened,6.0,0,0,[],[],,,,0.0,,,"Delivery upside is an asset-progress proxy, not proof of management quality. Downside uses sourced company evidence. A missing risk signal means unscreened, not low risk. Historical outcomes are validation labels and are not score features."
